complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV01043,CIT50086,Public Transport,East District,Delayed Response,Medium,Closed,2023-04-12,2023-05-07,25.0,Serious issue regarding 25 in our locality,4,Walk-in,Officer_418
GRV01044,CIT55953,Education Department,Hill Station,Drainage Issue,Medium,In Progress,2024-09-21,,,Drainage pipe broken for this weeks,,Walk-in,Officer_486
GRV01045,CIT94188,Electricity Board,East District,Noise Pollution,Low,Resolved,2023-09-28,2023-12-11,74.0,No action taken on East District complaint since 14 days,2,Online Portal,Officer_146
GRV01046,CIT56373,Environment Department,Riverside Block,Encroachment,Low,Closed,2023-11-28,2024-02-14,78.0,Repeated complaint about this in our area still unresolved,5,Email,Officer_142
GRV01047,CIT97493,Public Transport,West District,Poor Service,Medium,In Progress,2022-11-14,,,No action taken on this complaint since West District days,,Mobile App,Officer_215
GRV01048,CIT73343,Education Department,Hill Station,Hospital Service,Medium,Resolved,2022-02-12,2022-03-28,44.0,Repeated complaint about Hill Station in Hill Station area still unresolved,5,Email,Officer_304
GRV01049,CIT44544,Fire Services,Riverside Block,Encroachment,High,In Progress,2024-01-16,,,Repeated complaint about our in Riverside Block area still unresolved,,Walk-in,Officer_376
GRV01050,CIT85885,Public Transport,South District,Street Light Failure,High,Resolved,2023-05-21,2023-06-10,20.0,Urgent complaint about this affecting citizens,5,Walk-in,Officer_153
GRV01051,CIT70986,Police Department,West District,Air Pollution,High,In Progress,2023-04-04,,,No action taken on 20 complaint since this days,,Phone,Officer_402
GRV01052,CIT72472,Revenue Department,South District,Drainage Issue,Medium,Resolved,2022-04-28,2022-05-25,27.0,Sewage overflow on main road near our,1,Walk-in,Officer_391
GRV01053,CIT61936,Health Services,Coastal Ward,Water Shortage,Medium,In Progress,2022-10-01,,,Water pipeline broken causing shortage since this,,Walk-in,Officer_375
GRV01054,CIT28904,Environment Department,Hill Station,School Facilities,Medium,Resolved,2024-11-06,2024-12-07,31.0,No action taken on 29 complaint since 21 days,3,Email,Officer_161
GRV01055,CIT88843,Roads & Infrastructure,Old City,Power Outage,High,Pending,2023-05-25,,,Frequent power cuts Old City times daily in our ward,,Online Portal,Officer_432
GRV01056,CIT99830,Education Department,Coastal Ward,Garbage Collection,Low,Resolved,2024-04-06,2024-06-28,83.0,No sanitation vehicle visiting our locality since this,4,Phone,Officer_170
GRV01057,CIT75494,Public Transport,East District,Garbage Collection,Low,Resolved,2024-05-31,2024-07-12,42.0,Garbage not collected for our days,4,Mobile App,Officer_216
GRV01058,CIT12673,Public Transport,Hill Station,Power Outage,High,Resolved,2024-12-08,2024-12-19,11.0,No electricity for 19 hours continuously,3,Online Portal,Officer_186
GRV01059,CIT32595,Water Supply,North District,Water Shortage,Medium,Resolved,2024-02-07,2024-02-16,9.0,Water pipeline broken causing shortage since this,2,Email,Officer_211
GRV01060,CIT33264,Public Transport,South District,Street Light Failure,Medium,Pending,2024-06-21,,,Urgent complaint about this affecting citizens,,Online Portal,Officer_418
GRV01061,CIT99526,Water Supply,West District,Garbage Collection,Medium,In Progress,2023-12-16,,,Overflowing dustbin near West District area not cleaned,,Online Portal,Officer_354
GRV01062,CIT68711,Municipal Sanitation,Hill Station,Street Light Failure,Critical,Reopened,2024-03-07,,,Serious issue regarding 23 in our locality,,Walk-in,Officer_226
GRV01063,CIT15451,Public Transport,East District,Bus Route Issue,Medium,Reopened,2024-04-07,,,No action taken on this complaint since 27 days,,Email,Officer_146
GRV01064,CIT61666,Fire Services,Hill Station,Noise Pollution,Medium,Closed,2024-12-25,2025-02-01,38.0,Urgent complaint about our affecting citizens,2,Phone,Officer_490
GRV01065,CIT52141,Municipal Sanitation,Industrial Area,Corruption,Medium,Resolved,2024-10-03,2024-10-14,11.0,Repeated complaint about this in this area still unresolved,3,Online Portal,Officer_370
GRV01066,CIT16285,Water Supply,Hill Station,Power Outage,Medium,Resolved,2022-12-22,2023-01-16,25.0,No electricity for our hours continuously,4,Mobile App,Officer_280
GRV01067,CIT76682,Housing Authority,North District,Corruption,Medium,In Progress,2023-01-01,,,No action taken on 23 complaint since 8 days,,Phone,Officer_195
GRV01068,CIT60002,Municipal Sanitation,South District,Noise Pollution,Medium,Resolved,2022-02-01,2022-02-08,7.0,Urgent complaint about 30 affecting citizens,3,Online Portal,Officer_223
GRV01069,CIT62685,Fire Services,Industrial Area,Drainage Issue,High,Reopened,2024-02-01,,,Drain blocked causing flooding in Industrial Area area,,Email,Officer_226
GRV01070,CIT95634,Police Department,Hill Station,Property Tax,Medium,Closed,2023-09-27,2023-10-15,18.0,No action taken on 15 complaint since this days,4,Walk-in,Officer_197
GRV01071,CIT68868,Education Department,Central Zone,Sewage Overflow,High,Resolved,2022-03-27,2022-04-21,25.0,Urgent complaint about Central Zone affecting citizens,1,Online Portal,Officer_159
GRV01072,CIT47330,Electricity Board,Old City,Power Outage,Medium,Resolved,2023-06-10,2023-07-10,30.0,Transformer damaged causing outage in our area,1,Online Portal,Officer_302
GRV01073,CIT71467,Municipal Sanitation,Suburban Area,Water Quality,Medium,In Progress,2022-03-15,,,Repeated complaint about 5 in 9 area still unresolved,,Phone,Officer_194
GRV01074,CIT88250,Roads & Infrastructure,Central Zone,Power Outage,High,Resolved,2022-10-20,2022-11-06,17.0,No electricity for Central Zone hours continuously,2,Walk-in,Officer_122
GRV01075,CIT70559,Police Department,North District,Street Light Failure,Critical,Resolved,2022-12-26,2023-01-01,6.0,Urgent complaint about 30 affecting citizens,4,Phone,Officer_178
GRV01076,CIT67523,Health Services,New Township,Power Outage,High,Resolved,2023-11-19,2023-12-13,24.0,No electricity for this hours continuously,1,Mobile App,Officer_408
GRV01077,CIT24596,Housing Authority,Central Zone,Water Quality,Medium,Resolved,2023-10-13,2023-10-21,8.0,Serious issue regarding 15 in our locality,5,Mobile App,Officer_470
GRV01078,CIT59966,Public Transport,Industrial Area,Road Damage,Low,Resolved,2023-04-24,2023-05-04,10.0,Pothole on main road causing accidents near 20,4,Email,Officer_161
GRV01079,CIT84906,Municipal Sanitation,Old City,Road Damage,Low,Pending,2024-09-02,,,Broken road surface causing vehicle damage in this,,Phone,Officer_483
GRV01080,CIT72800,Municipal Sanitation,Coastal Ward,Delayed Response,Medium,Pending,2024-07-20,,,Urgent complaint about our affecting citizens,,Mobile App,Officer_173
GRV01081,CIT31013,Health Services,Hill Station,Drainage Issue,Medium,Reopened,2023-06-11,,,Drainage pipe broken for 25 weeks,,Phone,Officer_253
GRV01082,CIT26387,Electricity Board,North District,Poor Service,High,Resolved,2023-04-10,2023-04-25,15.0,No action taken on this complaint since this days,4,Phone,Officer_327
GRV01083,CIT36989,Revenue Department,Old City,Air Pollution,High,Resolved,2022-09-30,2022-10-19,19.0,Urgent complaint about Old City affecting citizens,5,Mobile App,Officer_473
GRV01084,CIT94410,Fire Services,Riverside Block,Air Pollution,Medium,Closed,2024-04-16,2024-05-14,28.0,No action taken on this complaint since this days,1,Email,Officer_433
GRV01085,CIT30541,Education Department,Central Zone,Sewage Overflow,Low,Resolved,2023-11-23,2024-02-11,80.0,Repeated complaint about this in this area still unresolved,1,Mobile App,Officer_297
GRV01086,CIT62674,Police Department,Hill Station,Drainage Issue,High,Resolved,2022-11-16,2022-12-09,23.0,Sewage overflow on main road near this,3,Phone,Officer_225
GRV01087,CIT98629,Environment Department,East District,Delayed Response,Critical,Resolved,2024-12-22,2024-12-23,1.0,Serious issue regarding 27 in our locality,1,Online Portal,Officer_104
GRV01088,CIT50312,Water Supply,South District,Power Outage,Critical,Resolved,2022-11-05,2022-11-09,4.0,No electricity for our hours continuously,5,Phone,Officer_343
GRV01089,CIT31398,Public Transport,Coastal Ward,Drainage Issue,Low,Resolved,2022-11-24,2022-12-23,29.0,Stagnant water breeding mosquitoes near this,2,Email,Officer_382
GRV01090,CIT97014,Fire Services,Old City,Property Tax,Critical,Pending,2022-08-21,,,Urgent complaint about 16 affecting citizens,,Online Portal,Officer_169
GRV01091,CIT67794,Revenue Department,Old City,Encroachment,High,Pending,2024-01-13,,,Urgent complaint about 16 affecting citizens,,Phone,Officer_443
GRV01092,CIT33230,Police Department,Industrial Area,Noise Pollution,Critical,Reopened,2022-05-22,,,Urgent complaint about our affecting citizens,,Phone,Officer_176
GRV01093,CIT56492,Roads & Infrastructure,Old City,Hospital Service,Medium,Reopened,2022-06-20,,,Repeated complaint about this in our area still unresolved,,Walk-in,Officer_198
GRV01094,CIT16817,Housing Authority,Central Zone,Documentation Issue,Low,Closed,2023-10-15,2023-11-15,31.0,Urgent complaint about our affecting citizens,3,Phone,Officer_321
GRV01095,CIT96430,Public Transport,North District,Property Tax,High,In Progress,2024-07-27,,,Serious issue regarding 12 in our locality,,Mobile App,Officer_419
GRV01096,CIT14716,Water Supply,Hill Station,Road Construction Delay,Medium,Resolved,2024-02-18,2024-03-18,29.0,No action taken on this complaint since our days,5,Phone,Officer_308
GRV01097,CIT46915,Environment Department,Industrial Area,Street Light Failure,High,Closed,2023-01-31,2023-02-18,18.0,No action taken on this complaint since 23 days,3,Email,Officer_158
GRV01098,CIT19884,Water Supply,North District,Garbage Collection,Low,Resolved,2023-05-01,2023-05-22,21.0,Garbage not collected for 25 days,3,Email,Officer_136
GRV01099,CIT90290,Electricity Board,Riverside Block,Poor Service,Medium,Pending,2022-08-05,,,Serious issue regarding Riverside Block in our locality,,Mobile App,Officer_481
GRV01100,CIT37553,Roads & Infrastructure,Central Zone,Power Outage,Low,In Progress,2023-04-23,,,No electricity for 24 hours continuously,,Phone,Officer_264
GRV01101,CIT89358,Fire Services,New Township,Hospital Service,Low,Pending,2024-10-11,,,Urgent complaint about our affecting citizens,,Email,Officer_131
GRV01102,CIT28860,Education Department,East District,Documentation Issue,Low,Resolved,2023-02-09,2023-03-24,43.0,Urgent complaint about 24 affecting citizens,1,Mobile App,Officer_195
GRV01103,CIT64038,Public Transport,West District,Drainage Issue,High,Resolved,2023-08-31,2023-09-22,22.0,Drainage pipe broken for this weeks,3,Walk-in,Officer_476
GRV01104,CIT18474,Municipal Sanitation,East District,Water Shortage,Critical,Pending,2022-11-27,,,No water supply for past this days in our area,,Walk-in,Officer_475
GRV01105,CIT21564,Water Supply,Old City,Corruption,High,Resolved,2022-01-25,2022-02-18,24.0,No action taken on our complaint since 24 days,5,Walk-in,Officer_472
GRV01106,CIT49353,Public Transport,Old City,Air Pollution,Medium,In Progress,2024-10-20,,,Repeated complaint about Old City in Old City area still unresolved,,Online Portal,Officer_453
GRV01107,CIT70868,Public Transport,Suburban Area,Poor Service,Medium,Closed,2024-04-05,2024-05-09,34.0,Repeated complaint about Suburban Area in this area still unresolved,4,Online Portal,Officer_171
GRV01108,CIT87717,Public Transport,Suburban Area,Street Light Failure,Low,Resolved,2022-12-20,2023-01-18,29.0,Urgent complaint about 8 affecting citizens,1,Phone,Officer_341
GRV01109,CIT82001,Electricity Board,Central Zone,Noise Pollution,Medium,Resolved,2022-11-21,2022-12-15,24.0,No action taken on Central Zone complaint since this days,4,Phone,Officer_181
GRV01110,CIT89667,Education Department,Hill Station,Road Damage,Low,Resolved,2023-10-25,2024-01-04,71.0,Street not repaired since Hill Station months in this area,2,Phone,Officer_351
GRV01111,CIT26964,Water Supply,Old City,Drainage Issue,Medium,Resolved,2022-09-07,2022-10-20,43.0,Drainage pipe broken for our weeks,2,Walk-in,Officer_389
GRV01112,CIT40597,Education Department,South District,Water Shortage,Medium,Resolved,2023-03-05,2023-03-30,25.0,Irregular water supply affecting this households,3,Email,Officer_274
GRV01113,CIT89873,Police Department,Industrial Area,Hospital Service,Critical,Closed,2023-04-14,2023-04-24,10.0,Urgent complaint about Industrial Area affecting citizens,4,Email,Officer_340
GRV01114,CIT79367,Water Supply,North District,Documentation Issue,Medium,Closed,2023-10-21,2023-10-31,10.0,Repeated complaint about our in this area still unresolved,4,Mobile App,Officer_494
GRV01115,CIT39272,Health Services,Coastal Ward,Street Light Failure,High,Resolved,2024-08-28,2024-09-07,10.0,Serious issue regarding our in our locality,5,Phone,Officer_387
GRV01116,CIT94651,Electricity Board,Central Zone,Noise Pollution,Medium,Pending,2023-02-14,,,Urgent complaint about 21 affecting citizens,,Walk-in,Officer_475
GRV01117,CIT65442,Water Supply,East District,Hospital Service,Medium,Pending,2024-02-10,,,Serious issue regarding our in our locality,,Mobile App,Officer_173
GRV01118,CIT58317,Health Services,North District,Water Shortage,High,Pending,2022-06-11,,,Contaminated water supply reported in North District locality,,Phone,Officer_420
GRV01119,CIT45855,Revenue Department,New Township,Drainage Issue,High,Pending,2022-08-09,,,Stagnant water breeding mosquitoes near New Township,,Email,Officer_332
GRV01120,CIT52799,Health Services,East District,Road Construction Delay,Critical,Resolved,2022-09-11,2022-09-12,1.0,Repeated complaint about East District in this area still unresolved,5,Online Portal,Officer_421
GRV01121,CIT52469,Revenue Department,Hill Station,Noise Pollution,Medium,Resolved,2022-03-12,2022-04-04,23.0,Serious issue regarding 30 in our locality,2,Phone,Officer_132
GRV01122,CIT56803,Roads & Infrastructure,Old City,Street Light Failure,Low,Resolved,2022-07-08,2022-09-02,56.0,No action taken on this complaint since 12 days,4,Phone,Officer_379
GRV01123,CIT37165,Water Supply,North District,Corruption,Medium,Pending,2022-07-03,,,Repeated complaint about 7 in our area still unresolved,,Mobile App,Officer_222
GRV01124,CIT15528,Water Supply,Old City,Water Quality,High,Resolved,2024-09-07,2024-09-11,4.0,Urgent complaint about Old City affecting citizens,2,Mobile App,Officer_356
GRV01125,CIT76879,Public Transport,Industrial Area,Encroachment,High,In Progress,2022-02-09,,,No action taken on 17 complaint since this days,,Email,Officer_134
GRV01126,CIT86229,Water Supply,Industrial Area,Road Construction Delay,Medium,Resolved,2023-12-17,2023-12-27,10.0,No action taken on Industrial Area complaint since Industrial Area days,2,Email,Officer_103
GRV01127,CIT30953,Fire Services,Coastal Ward,Sewage Overflow,Medium,Resolved,2024-11-12,2024-12-11,29.0,Urgent complaint about our affecting citizens,3,Mobile App,Officer_267
GRV01128,CIT89084,Health Services,Suburban Area,Garbage Collection,Medium,Pending,2024-07-01,,,No sanitation vehicle visiting our locality since Suburban Area,,Online Portal,Officer_121
GRV01129,CIT87759,Revenue Department,South District,Hospital Service,Medium,Resolved,2023-09-04,2023-09-22,18.0,No action taken on this complaint since South District days,5,Walk-in,Officer_211
GRV01130,CIT75482,Housing Authority,North District,School Facilities,High,Resolved,2023-11-15,2023-11-24,9.0,Repeated complaint about our in this area still unresolved,5,Mobile App,Officer_351
GRV01131,CIT90788,Education Department,New Township,Sewage Overflow,Critical,Resolved,2023-05-24,2023-05-26,2.0,Serious issue regarding 30 in our locality,1,Email,Officer_125
GRV01132,CIT17017,Water Supply,Suburban Area,Water Shortage,Medium,Resolved,2022-11-23,2022-12-04,11.0,Irregular water supply affecting Suburban Area households,4,Walk-in,Officer_138
GRV01133,CIT28591,Health Services,Suburban Area,Water Shortage,Low,Resolved,2022-09-03,2022-10-21,48.0,Irregular water supply affecting Suburban Area households,1,Online Portal,Officer_343
GRV01134,CIT12956,Electricity Board,North District,Garbage Collection,Medium,Resolved,2023-07-14,2023-08-05,22.0,No sanitation vehicle visiting our locality since North District,2,Online Portal,Officer_303
GRV01135,CIT32940,Fire Services,Suburban Area,Water Shortage,Medium,Resolved,2024-08-11,2024-09-11,31.0,No water supply for past 20 days in our area,1,Walk-in,Officer_463
GRV01136,CIT40778,Health Services,Coastal Ward,Delayed Response,Medium,Resolved,2023-07-11,2023-07-28,17.0,Repeated complaint about 27 in 22 area still unresolved,5,Phone,Officer_386
GRV01137,CIT57714,Environment Department,Old City,Bus Route Issue,High,In Progress,2023-08-10,,,Serious issue regarding our in our locality,,Phone,Officer_341
GRV01138,CIT52036,Housing Authority,East District,Air Pollution,Medium,Pending,2022-10-26,,,No action taken on East District complaint since this days,,Walk-in,Officer_339
GRV01139,CIT98566,Public Transport,Central Zone,Street Light Failure,High,In Progress,2024-10-09,,,Repeated complaint about this in our area still unresolved,,Mobile App,Officer_270
GRV01140,CIT15604,Public Transport,Hill Station,Poor Service,Medium,Pending,2022-12-03,,,No action taken on Hill Station complaint since our days,,Email,Officer_423
GRV01141,CIT61950,Environment Department,East District,Road Construction Delay,High,Resolved,2023-02-26,2023-03-23,25.0,Serious issue regarding this in our locality,1,Email,Officer_378
GRV01142,CIT39724,Water Supply,Suburban Area,Garbage Collection,Medium,Pending,2022-12-04,,,Garbage dumped on road since 17 week near our,,Email,Officer_302
GRV01143,CIT39597,Housing Authority,Hill Station,Encroachment,Medium,Resolved,2024-04-15,2024-04-26,11.0,Repeated complaint about Hill Station in 24 area still unresolved,5,Online Portal,Officer_353
GRV01144,CIT93656,Electricity Board,South District,School Facilities,Medium,Resolved,2023-03-05,2023-04-13,39.0,Serious issue regarding South District in our locality,1,Online Portal,Officer_115
GRV01145,CIT43218,Health Services,South District,Hospital Service,High,Resolved,2022-05-27,2022-06-01,5.0,Repeated complaint about this in this area still unresolved,1,Email,Officer_253
GRV01146,CIT90583,Public Transport,Suburban Area,Air Pollution,Medium,Resolved,2024-09-06,2024-10-21,45.0,Serious issue regarding this in our locality,1,Phone,Officer_263
GRV01147,CIT80650,Public Transport,North District,Property Tax,High,In Progress,2024-02-25,,,Serious issue regarding our in our locality,,Phone,Officer_113
GRV01148,CIT81268,Revenue Department,North District,Delayed Response,Low,In Progress,2023-06-01,,,Serious issue regarding North District in our locality,,Online Portal,Officer_332
GRV01149,CIT50607,Revenue Department,Coastal Ward,Noise Pollution,Critical,Resolved,2022-03-12,2022-03-18,6.0,Repeated complaint about this in 5 area still unresolved,2,Email,Officer_445
GRV01150,CIT95682,Water Supply,East District,Poor Service,Low,Resolved,2024-03-05,2024-05-22,78.0,Serious issue regarding 10 in our locality,5,Phone,Officer_189
GRV01151,CIT30289,Education Department,Central Zone,Drainage Issue,High,Resolved,2024-05-23,2024-05-29,6.0,Drain blocked causing flooding in this area,4,Mobile App,Officer_102
GRV01152,CIT39284,Revenue Department,Coastal Ward,Drainage Issue,Low,In Progress,2023-01-10,,,Drainage pipe broken for this weeks,,Mobile App,Officer_465
GRV01153,CIT75030,Education Department,Coastal Ward,Garbage Collection,Low,Resolved,2022-02-18,2022-04-25,66.0,Garbage dumped on road since this week near our,5,Online Portal,Officer_314
GRV01154,CIT21435,Education Department,North District,Property Tax,High,Resolved,2022-05-18,2022-05-23,5.0,No action taken on our complaint since this days,5,Mobile App,Officer_170
GRV01155,CIT44472,Roads & Infrastructure,South District,Drainage Issue,Low,Resolved,2024-02-04,2024-04-25,81.0,Stagnant water breeding mosquitoes near South District,5,Phone,Officer_159
GRV01156,CIT58740,Housing Authority,North District,Bus Route Issue,Medium,Resolved,2024-03-11,2024-03-16,5.0,Serious issue regarding 18 in our locality,1,Email,Officer_440
GRV01157,CIT41939,Health Services,Riverside Block,Documentation Issue,Critical,Resolved,2022-10-08,2022-10-14,6.0,Repeated complaint about Riverside Block in this area still unresolved,4,Phone,Officer_209
GRV01158,CIT29151,Roads & Infrastructure,Riverside Block,Encroachment,High,Pending,2022-05-26,,,Urgent complaint about Riverside Block affecting citizens,,Online Portal,Officer_344
GRV01159,CIT57411,Housing Authority,South District,Road Construction Delay,High,Resolved,2024-04-26,2024-05-19,23.0,Urgent complaint about our affecting citizens,4,Online Portal,Officer_485
GRV01160,CIT61219,Revenue Department,North District,Noise Pollution,Low,In Progress,2024-02-05,,,Repeated complaint about North District in North District area still unresolved,,Phone,Officer_414
GRV01161,CIT66720,Housing Authority,Suburban Area,Drainage Issue,Medium,Resolved,2024-10-15,2024-10-24,9.0,Drain blocked causing flooding in 15 area,5,Online Portal,Officer_460
GRV01162,CIT49779,Electricity Board,Hill Station,Road Damage,Medium,Resolved,2024-08-09,2024-09-04,26.0,Street not repaired since this months in this area,4,Email,Officer_455
GRV01163,CIT71515,Housing Authority,Hill Station,Sewage Overflow,High,Pending,2022-10-09,,,No action taken on this complaint since 12 days,,Walk-in,Officer_422
GRV01164,CIT41380,Health Services,Central Zone,School Facilities,Medium,Pending,2023-10-26,,,Urgent complaint about our affecting citizens,,Mobile App,Officer_271
GRV01165,CIT28255,Housing Authority,Hill Station,Corruption,Medium,Resolved,2023-01-21,2023-03-06,44.0,No action taken on our complaint since our days,2,Phone,Officer_397
GRV01166,CIT36965,Housing Authority,East District,Garbage Collection,High,In Progress,2023-05-21,,,Garbage dumped on road since this week near East District,,Phone,Officer_347
GRV01167,CIT89427,Environment Department,Central Zone,Road Construction Delay,Medium,Pending,2023-06-06,,,Serious issue regarding 10 in our locality,,Phone,Officer_381
GRV01168,CIT82174,Revenue Department,North District,Power Outage,Critical,Resolved,2024-10-10,2024-10-18,8.0,Transformer damaged causing outage in this area,2,Walk-in,Officer_126
GRV01169,CIT51044,Revenue Department,Hill Station,Delayed Response,Medium,Pending,2024-03-03,,,Serious issue regarding Hill Station in our locality,,Online Portal,Officer_285
GRV01170,CIT36855,Water Supply,East District,Power Outage,Medium,Resolved,2022-07-16,2022-08-17,32.0,No electricity for 30 hours continuously,1,Online Portal,Officer_272
GRV01171,CIT89123,Police Department,Coastal Ward,Property Tax,Medium,Resolved,2023-03-28,2023-05-11,44.0,No action taken on our complaint since Coastal Ward days,2,Online Portal,Officer_383
GRV01172,CIT81003,Police Department,Industrial Area,Bus Route Issue,Critical,Resolved,2024-02-24,2024-02-28,4.0,Serious issue regarding 7 in our locality,5,Email,Officer_238
GRV01173,CIT89902,Education Department,South District,Garbage Collection,Medium,Resolved,2023-05-11,2023-06-14,34.0,Overflowing dustbin near South District area not cleaned,2,Walk-in,Officer_154
GRV01174,CIT40432,Water Supply,Riverside Block,School Facilities,High,Resolved,2024-07-02,2024-07-11,9.0,Serious issue regarding 29 in our locality,4,Phone,Officer_326
GRV01175,CIT45615,Electricity Board,Coastal Ward,Encroachment,High,Closed,2022-02-17,2022-03-09,20.0,Urgent complaint about this affecting citizens,4,Email,Officer_275
GRV01176,CIT89502,Public Transport,North District,Delayed Response,Medium,Pending,2024-06-24,,,Urgent complaint about North District affecting citizens,,Online Portal,Officer_407
GRV01177,CIT56303,Environment Department,Hill Station,Encroachment,Medium,Resolved,2023-03-23,2023-04-17,25.0,Repeated complaint about Hill Station in our area still unresolved,2,Phone,Officer_407
GRV01178,CIT12867,Education Department,North District,Road Construction Delay,High,Resolved,2024-07-15,2024-08-09,25.0,Repeated complaint about our in this area still unresolved,1,Phone,Officer_323
GRV01179,CIT58050,Environment Department,Old City,Corruption,Medium,Resolved,2023-04-14,2023-05-06,22.0,No action taken on Old City complaint since Old City days,5,Email,Officer_406
GRV01180,CIT21792,Housing Authority,West District,Road Damage,Medium,Reopened,2023-04-14,,,Road completely damaged after rains near 4,,Walk-in,Officer_140
GRV01181,CIT34382,Housing Authority,Central Zone,Poor Service,Low,Resolved,2024-06-11,2024-07-26,45.0,Urgent complaint about our affecting citizens,2,Email,Officer_134
GRV01182,CIT81819,Municipal Sanitation,New Township,Sewage Overflow,High,Resolved,2022-12-27,2023-01-08,12.0,Repeated complaint about New Township in 9 area still unresolved,2,Email,Officer_464
GRV01183,CIT58356,Roads & Infrastructure,Suburban Area,Garbage Collection,High,Resolved,2024-08-05,2024-08-25,20.0,Overflowing dustbin near Suburban Area area not cleaned,2,Online Portal,Officer_266
GRV01184,CIT61616,Electricity Board,Central Zone,Documentation Issue,Medium,In Progress,2022-04-27,,,Urgent complaint about 7 affecting citizens,,Phone,Officer_179
GRV01185,CIT70608,Electricity Board,West District,Sewage Overflow,Medium,In Progress,2023-07-26,,,Urgent complaint about West District affecting citizens,,Online Portal,Officer_465
GRV01186,CIT47644,Municipal Sanitation,Central Zone,Sewage Overflow,Low,In Progress,2022-01-02,,,Repeated complaint about this in this area still unresolved,,Email,Officer_377
GRV01187,CIT56391,Environment Department,Suburban Area,Documentation Issue,High,Pending,2024-11-30,,,Repeated complaint about our in this area still unresolved,,Mobile App,Officer_357
GRV01188,CIT25143,Education Department,East District,Road Damage,Medium,Resolved,2024-01-23,2024-02-16,24.0,Broken road surface causing vehicle damage in this,3,Walk-in,Officer_112
GRV01189,CIT68974,Public Transport,Old City,Hospital Service,Medium,In Progress,2022-10-29,,,Urgent complaint about our affecting citizens,,Phone,Officer_225
GRV01190,CIT70975,Electricity Board,North District,Bus Route Issue,Medium,Closed,2024-03-28,2024-05-01,34.0,No action taken on North District complaint since North District days,4,Online Portal,Officer_225
GRV01191,CIT95646,Electricity Board,Hill Station,Garbage Collection,Low,Resolved,2024-08-10,2024-10-08,59.0,No sanitation vehicle visiting our locality since our,3,Email,Officer_382
GRV01192,CIT31750,Education Department,North District,Delayed Response,Medium,Resolved,2023-09-28,2023-11-04,37.0,Serious issue regarding North District in our locality,5,Walk-in,Officer_130
GRV01193,CIT90337,Water Supply,Industrial Area,Hospital Service,Medium,Pending,2023-11-16,,,Repeated complaint about our in our area still unresolved,,Online Portal,Officer_364
GRV01194,CIT14739,Police Department,South District,Poor Service,Medium,In Progress,2024-11-18,,,Serious issue regarding this in our locality,,Walk-in,Officer_438
GRV01195,CIT90854,Environment Department,Old City,Property Tax,High,Resolved,2023-02-07,2023-02-12,5.0,Repeated complaint about this in 9 area still unresolved,1,Walk-in,Officer_106
GRV01196,CIT65956,Electricity Board,West District,Corruption,Medium,Pending,2022-11-07,,,No action taken on 8 complaint since West District days,,Online Portal,Officer_235
GRV01197,CIT24973,Environment Department,Old City,Power Outage,Critical,Resolved,2022-12-06,2022-12-14,8.0,No electricity for this hours continuously,3,Email,Officer_472
GRV01198,CIT92775,Public Transport,Old City,Property Tax,Medium,Pending,2023-11-09,,,No action taken on Old City complaint since our days,,Email,Officer_498
GRV01199,CIT63046,Municipal Sanitation,Hill Station,Water Shortage,Medium,Resolved,2023-09-08,2023-10-14,36.0,No water supply for past our days in our area,3,Online Portal,Officer_175
GRV01200,CIT81068,Housing Authority,West District,Bus Route Issue,Medium,Closed,2022-11-10,2022-11-21,11.0,No action taken on this complaint since our days,3,Online Portal,Officer_224
GRV01201,CIT67098,Electricity Board,Riverside Block,Delayed Response,High,Closed,2023-10-05,2023-10-09,4.0,Repeated complaint about this in this area still unresolved,4,Online Portal,Officer_270
GRV01202,CIT87125,Public Transport,South District,School Facilities,High,Resolved,2024-10-04,2024-10-19,15.0,Urgent complaint about this affecting citizens,2,Walk-in,Officer_224
GRV01203,CIT23193,Police Department,East District,Noise Pollution,Medium,Resolved,2024-02-11,2024-02-21,10.0,Serious issue regarding 4 in our locality,2,Email,Officer_319
GRV01204,CIT14284,Education Department,South District,Street Light Failure,Low,Reopened,2022-12-30,,,Urgent complaint about our affecting citizens,,Walk-in,Officer_441
GRV01205,CIT86397,Police Department,South District,Road Damage,Medium,Resolved,2022-07-24,2022-07-31,7.0,Pothole on main road causing accidents near 3,2,Mobile App,Officer_300
GRV01206,CIT19395,Education Department,South District,Property Tax,High,Pending,2024-12-13,,,No action taken on 6 complaint since our days,,Mobile App,Officer_429
GRV01207,CIT14198,Environment Department,New Township,Garbage Collection,Medium,Pending,2023-08-05,,,No sanitation vehicle visiting our locality since our,,Mobile App,Officer_455
GRV01208,CIT64784,Education Department,Old City,Air Pollution,Medium,Reopened,2024-04-01,,,Urgent complaint about our affecting citizens,,Walk-in,Officer_207
GRV01209,CIT29356,Municipal Sanitation,North District,Street Light Failure,Low,In Progress,2022-08-30,,,Serious issue regarding North District in our locality,,Mobile App,Officer_470
GRV01210,CIT63723,Roads & Infrastructure,Old City,Noise Pollution,Medium,Pending,2024-06-10,,,Serious issue regarding our in our locality,,Mobile App,Officer_342
GRV01211,CIT14112,Fire Services,North District,Air Pollution,Low,Resolved,2022-05-16,2022-06-01,16.0,No action taken on North District complaint since this days,4,Phone,Officer_463
